date,description,amount,category,id,is_resolved
2024-02-02,Books Cache,-1990.99,Education,0ef620b0-97b9-4989-9450-6268cde2b7fd,False
2024-02-02,Train Ticket,-4748.95,Transportation,9f440e04-d550-479d-ba2d-448bf49cc54d,False
2024-02-02,Internet Plan,-2548.97,Utilities,51b2f70c-83a3-4382-8108-1afc50b3e6c0,False
2024-02-03,Car Maintenance,-2309.93,Transportation,6a77d707-9700-401a-b34f-4be9c0f35a5c,False
2024-02-03,Salary,15635.03,Income,462ecb34-bf5a-4701-8026-c98d41a5c8c2,False
2024-02-03,Concert Pass,-2744.96,Entertainment,4d417dda-2733-49d6-b000-5446f42554c4,False
2024-02-03,Charity,-472.94,Other,bd1e2e2c-c462-433e-8cb4-ab8a625e5e3a,False
2024-02-04,Petrol Pump,-3802.03,Transportation,7e990101-99fa-4f68-b31e-94e086520bc5,False
2024-02-04,Spotify Premium,-1370.25,Entertainment,0dd3e698-f591-4069-a7fe-3c50257a9cad,False
2024-02-04,Electricity Bill,-1421.72,Utilities,0bcd44d0-1d7c-4c69-ba65-752a92c5f807,False
2024-02-04,Salary,22929.27,Income,720fb4fd-ed93-4d4c-a76f-26d3b0ac4124,False
2024-02-04,Miscellaneous,-401.05,Other,fa253176-9649-4179-a80e-d46d10d2d62f,False
2024-02-04,Grocery Store,-4061.61,Food,7248c4a8-2f21-4cbf-b97d-b4894fc83828,False
2024-02-05,Workshop Fee,-920.34,Education,cec37e9b-9ffe-4a5f-a005-82641d8f099a,False
2024-02-05,Pharmacy,-2257.38,Healthcare,22bbf51d-c9a4-4349-92c4-b9d5c38a278e,False
2024-02-05,Cafe Coffee Day,-3434.32,Food,c7b4598d-2a0f-4f41-b8db-f9aa013612e8,False
2024-02-05,Doctor Consultation,-2245.29,Healthcare,2c736a4f-dcb2-4a68-b3b3-0d2710781ea8,False
2024-02-06,Clothing Mall,-4418.61,Shopping,aa927d21-fa14-47d5-824c-35ba01bf9942,False
2024-02-06,Petrol Pump,-2473.7,Transportation,5b9af2bd-7544-4ab5-b728-332d01381d9a,False
2024-02-06,Petrol Pump,-4587.11,Transportation,14b4c897-71e5-425f-b84b-e9bffc2b1906,False
2024-02-07,Random Purchase,-3836.29,Other,0963e5df-043c-458f-8f10-ca4a71497fd6,False
2024-02-07,Udemy Course,-2370.02,Education,7bad0031-3a49-466e-b6f7-a313d3dd092c,False
2024-02-07,Udemy Course,-3681.32,Education,270cd863-8f25-4ab7-8cc7-4a548994207a,False
2024-02-07,Amazon Order,-4272.77,Shopping,fb19f876-45cc-44ae-bb0e-49004143d9db,False
2024-02-07,Netflix Subscription,-4574.36,Entertainment,6aa310cb-0515-4094-9ed8-622be6029393,False
2024-02-07,Health Insurance,-1480.26,Healthcare,ef9bfc6d-9f24-4866-8ecd-bfb76fb3f220,False
2024-02-07,Health Insurance,-2464.18,Healthcare,640c790c-b405-4eba-92f7-194d3d1be65a,False
2024-02-08,Loan Repayment,-574.23,Other,272d18f5-4d18-4cba-a485-2b2ad939fdfe,False
2024-02-08,Loan Repayment,-126.16,Other,6f062dc8-2876-45df-9156-bc137cb7747b,False
2024-02-08,Water Bill,-84.71,Utilities,ce00e696-e111-47ba-9ab4-6a68a0af48e8,False
2024-02-08,Miscellaneous,-2487.65,Other,22810925-746b-4897-8396-9b6b22578e2b,False
2024-02-08,Clothing Mall,-2940.06,Shopping,7e04d33d-5f20-4b33-ac79-d84618e22210,False
2024-02-08,Service Charge,-2968.01,Other,205071b6-229a-4cfc-b1ec-70c9435d79a7,False
2024-02-08,Electricity Bill,-3848.54,Utilities,5935eb82-e2ca-457c-b9ac-584539a67367,False
2024-02-08,Miscellaneous,-3808.61,Other,78203752-7716-47d4-9df1-9438b7710170,False
2024-02-08,Workshop Fee,-2971.91,Education,cc9f8db9-30ce-4c31-aede-58ab55e1b13c,False
2024-02-09,Miscellaneous,-1393.77,Other,c9bfec00-5e78-4546-b287-b6a211af0976,False
2024-02-09,Gym Membership,-3189.03,Healthcare,ed030730-f6ca-4873-9864-1704f5fae363,False
2024-02-09,Service Charge,-322.57,Other,6fc89336-edd4-4180-8958-004bd1f866e9,False
2024-02-09,Flipkart Purchase,-1237.64,Shopping,db9ac4d2-730f-4195-8ac6-458c9058e511,False
2024-02-09,Movie Tickets,-3168.2,Entertainment,672c9fb9-077e-41b0-94b9-b602689dc8bc,False
2024-02-10,Gift,13233.51,Income,3f3de055-b6c2-42c9-8aee-2d7bd99c3287,False
2024-02-10,Movie Tickets,-2184.48,Entertainment,970156a9-e59d-4795-ad1a-f27c84df5db2,False
2024-02-10,Myntra Sale,-4217.13,Shopping,9bfda36e-d4fe-43c4-9aac-f920c707c828,False
2024-02-10,Clothing Mall,-1053.7,Shopping,9e3043f4-61e8-4cc4-8c0c-87be6c5893e6,False
2024-02-10,Gift,32634.9,Income,a5685254-00bb-4693-b8c3-8224773a92f9,False
2024-02-10,Netflix Subscription,-4747.96,Entertainment,2737d09f-19a3-4c5d-a0cc-2b4b5f1ece40,False
2024-02-10,Concert Pass,-2955.72,Entertainment,20f8b616-2f10-4308-84f6-5ef3a7ae6cd1,False
2024-02-10,College Fees,-3241.4,Education,af636372-9698-40bd-b8f8-fb5c8d322fd3,False
2024-02-10,Uber Ride,-4163.35,Transportation,3868c233-306b-4ff8-b313-d27a29149859,False
2024-02-10,Stationery,-1771.2,Education,692c17ba-c036-4e1c-83da-4185643eb0b4,False
2024-02-11,Car Maintenance,-2537.58,Transportation,1ca7c7f3-94c8-4554-8b29-b61ac7964007,False
2024-02-11,Video Game,-1772.07,Entertainment,c1a2ca68-3f38-4a21-bf63-59f137a70748,False
2024-02-11,Petrol Pump,-4073.96,Transportation,05cbc0ee-c673-4552-8f78-9bbb9d404f07,False
2024-02-11,Books Cache,-3414.27,Education,9382e56d-05fc-4306-830d-449bcfa5063c,False
2024-02-12,Flipkart Purchase,-595.7,Shopping,8cc96cf8-136d-4008-a766-b3e25ab9282a,False
2024-02-12,Pharmacy,-94.27,Healthcare,10b9d64b-0177-4522-b36c-8870df977e8a,False
2024-02-12,College Fees,-3113.96,Education,81a14cdf-eff0-4b36-b736-5ce46dcd755b,False
2024-02-12,Concert Pass,-3576.76,Entertainment,13255755-ccc3-4e8d-b855-10157298d397,False
2024-02-12,Internet Plan,-2713.73,Utilities,60f73359-1687-4299-9244-dc480a4cb1ca,False
2024-02-12,College Fees,-2666.43,Education,79ea04c9-4a21-4042-abc7-fb5ab0f6bbca,False
2024-02-12,Pharmacy,-1937.51,Healthcare,9ede8b0e-c7da-43a6-9ea2-d936d8567252,False
2024-02-12,Restaurant Bill,-928.44,Food,7fa6bd33-a8ef-4c03-af04-812a487fb36c,False
2024-02-13,Amazon Order,-56.94,Shopping,ecdff050-895b-4d04-a5c7-08e2e57a4c0e,False
2024-02-13,Service Charge,-3933.38,Other,02e41a95-cdb0-4913-aab0-d7e51cb853f6,False
2024-02-13,Loan Repayment,-682.33,Other,f7d1d03c-e780-49a1-8426-b80227b86d7e,False
2024-02-13,Car Maintenance,-1281.97,Transportation,899954fa-80d0-40b1-b2e2-a9c8eba45210,False
2024-02-13,Uber Ride,-4763.64,Transportation,20e206ec-b8d5-42e1-bd18-0512d31f8b8a,False
2024-02-13,Internet Plan,-4772.49,Utilities,aaef7dfa-a25d-4ac2-9b07-39d8835cfe78,False
2024-02-13,Car Maintenance,-374.73,Transportation,ab53cb5b-6418-4ec5-af53-218ab8abd742,False
2024-02-13,Concert Pass,-2662.2,Entertainment,02bcb138-cb5e-455f-a27d-b77e41d1db91,False
2024-02-14,Udemy Course,-1520.12,Education,c9302c64-83a4-4233-bffd-87b000ebb0f7,False
2024-02-14,Mobile Recharge,-1473.47,Utilities,bc41ad4b-c2f0-4bdc-843f-21ebf0dba651,False
2024-02-14,Books Cache,-4595.82,Education,bb381285-de12-4cac-8975-6dd7600c58d2,False
2024-02-14,Amazon Order,-158.35,Shopping,5b01b2cc-b1f7-410c-953c-c671fd81d3dc,False
2024-02-14,Movie Tickets,-1280.71,Entertainment,ea1d0f01-ec71-4b5e-b979-9ec5d2fbdb31,False
2024-02-14,Electricity Bill,-694.97,Utilities,a72eb618-ebc8-4019-91cb-361bb7e3d5d7,False
2024-02-14,Health Insurance,-1124.99,Healthcare,d9780357-b2bc-4400-8556-8b7086dfc030,False
2024-02-14,Myntra Sale,-4822.93,Shopping,90fc29a1-9d2c-4aad-bb40-7a76d6d5f651,False
2024-02-14,Concert Pass,-4506.81,Entertainment,29903c0e-daaf-4344-9afb-8d66b7d956d0,False
2024-02-14,Salary,18470.39,Income,49a42e40-b131-4bf5-9787-3a4b8196167a,False
2024-02-14,Books Cache,-3280.77,Education,fb4ddad4-3743-4eb1-bbed-6f15513f32d5,False
2024-02-14,Investment Dividend,17383.04,Income,7a6e1bf4-3b0a-440d-8212-1a4c3dc4147d,False
2024-02-14,Amazon Order,-4227.69,Shopping,6327095f-6d2b-4f3f-b38f-1ac3d3e0d49d,False
2024-02-15,Spotify Premium,-2313.56,Entertainment,ff0ab5b1-5cf4-4504-94be-b003c8993f00,False
2024-02-15,Lab Tests,-613.37,Healthcare,e7797ace-8da5-4d6c-92c0-31886f107b5b,False
2024-02-15,Water Bill,-4692.59,Utilities,a5fe992d-fe4b-456f-a6d7-d5c84cb40eff,False
2024-02-15,Bus Fare,-3998.37,Transportation,e079302b-1849-4598-8918-7628d7d87f9b,False
2024-02-15,Doctor Consultation,-3832.45,Healthcare,a3b439ac-a105-4da5-8977-cb288eac88db,False
2024-02-15,Gym Membership,-799.26,Healthcare,b78c600a-22a7-4c2e-8b09-79524c692196,False
2024-02-15,Books Cache,-2411.59,Education,ac36aa7b-d5ca-436a-8ed9-de5c8d5b7571,False
2024-02-15,Amazon Order,-3434.74,Shopping,900ede78-a58e-4be8-81a0-d009c3d18b1d,False
2024-02-16,Doctor Consultation,-3713.17,Healthcare,3a16825b-cd2d-4eb5-ab10-bd6fe168088a,False
2024-02-16,Miscellaneous,-2811.17,Other,5bdcd6a3-cd33-49f0-9df8-051a98b6dc87,False
2024-02-16,Amazon Order,-2069.2,Shopping,2a1be6af-6889-4aba-8e6e-969d2dac7977,False
2024-02-16,Pizza Hut,-1173.67,Food,93cda83a-c194-4fd9-b661-6726eec7f33c,False
2024-02-17,Investment Dividend,25552.84,Income,5ff9776b-87c7-4664-9baf-e2babb38a83f,False
2024-02-17,Electronics Store,-1963.73,Shopping,7161beda-fcce-4b4f-9769-e40a87cea0a0,False
2024-02-17,Charity,-4226.95,Other,f78887d2-0842-4465-8ae7-3481697e8000,False
2024-02-17,Myntra Sale,-1088.8,Shopping,45314c33-4ab2-4630-888e-97f7c61e0ba2,False
2024-02-17,Zomato Order,-1318.97,Food,895f3429-24d7-4ca7-903f-0cc751401ecb,False
2024-02-18,Miscellaneous,-591.4,Other,9c0eae63-a975-41c8-9de1-d50608586c20,False
2024-02-18,Gas Cylinder,-1176.31,Utilities,4ac79b74-ab38-4afd-bebc-fdc0a6c42df4,False
2024-02-18,Gas Cylinder,-763.38,Utilities,2cbeba16-8c01-412a-ab0c-a65f10f1d65d,False
2024-02-19,Mobile Recharge,-2661.67,Utilities,bb28634f-cc51-43c4-aa30-aa80cb3ee33f,False
2024-02-19,Train Ticket,-1046.06,Transportation,1a1ba1e9-d60c-4794-874b-edaf0e283f5a,False
2024-02-19,Pharmacy,-1494.02,Healthcare,14f09dbd-5ce3-40c4-b428-a5ecbfea160f,False
2024-02-19,College Fees,-271.89,Education,cf5db533-fffb-4cca-affe-48755bd93aa0,False
2024-02-19,Pizza Hut,-2674.07,Food,db8d418d-62ee-41c1-aac0-12ef31384fc0,False
2024-02-19,Gas Cylinder,-4301.21,Utilities,ef69f5db-47fd-47c5-b8fd-8bcbeafa1806,False
2024-02-19,Freelance Project,10796.4,Income,d3c5f3d5-6337-4f59-bcda-b70cabfeb33f,False
2024-02-19,Miscellaneous,-630.74,Other,2051c787-4fb7-41b4-afde-fbcc3b5b54da,False
2024-02-19,Movie Tickets,-4061.72,Entertainment,003750b5-5a23-4e5d-8ce6-5d665770c4b6,False
2024-02-20,Bus Fare,-3269.09,Transportation,64f59285-3578-4b29-8636-9903d5424173,False
2024-02-20,Udemy Course,-1014.12,Education,eb3c2bee-8479-44b5-b2d1-38b27fbbe14b,False
2024-02-20,Clothing Mall,-1718.17,Shopping,aa68803b-37b7-4886-97de-485d9373a405,False
2024-02-20,Gas Cylinder,-1641.1,Utilities,603df217-03b1-416f-b80c-e5045beaa95c,False
2024-02-20,Flipkart Purchase,-2719.88,Shopping,9f71cab5-a42a-4c9c-b29c-8a518d9837fd,False
2024-02-20,Doctor Consultation,-1840.94,Healthcare,cf8e5add-8b5f-4bdb-9068-aeafd27831c8,False
2024-02-20,Bus Fare,-3409.25,Transportation,3c0b4664-eaa1-460c-ad0c-ff9583270423,False
2024-02-20,Udemy Course,-446.68,Education,fdd6b2a0-3225-46a2-b4d9-daf1c22323bf,False
2024-02-20,Cafe Coffee Day,-860.31,Food,bb7bdb63-e282-4650-8045-a1e0f2f07628,False
2024-02-21,Loan Repayment,-2882.68,Other,65f1e97f-9826-4df0-a0b5-b071bb1a8f7a,False
2024-02-21,Concert Pass,-4353.61,Entertainment,6b8f3626-4eb3-47ed-b11e-4ed782e24d0d,False
2024-02-21,Flipkart Purchase,-2546.86,Shopping,2630e8e2-43e0-4b76-9ab1-a9ab0ac0d589,False
2024-02-21,Random Purchase,-2307.3,Other,26461da0-6a32-4dd8-ac60-b2d8cd68fdda,False
2024-02-21,College Fees,-3013.75,Education,86f0e5bf-827c-4313-a280-450d881f634d,False
2024-02-21,Myntra Sale,-779.43,Shopping,929bf8ce-ea47-412c-97f2-385e76d6c862,False
2024-02-22,Udemy Course,-3404.19,Education,cb42b53e-9132-452d-b27d-564d1a3dea22,False
2024-02-23,College Fees,-3856.37,Education,6a676a3e-75b6-4ab0-8d05-f37590e31450,False
2024-02-23,Gift,37985.78,Income,15a85f37-be1d-4a66-8063-3f8e16095f37,False
2024-02-23,Spotify Premium,-4278.56,Entertainment,43b9167a-8d9a-4232-ae71-98a5fa142a93,False
2024-02-23,Gift,28773.45,Income,701d2771-2ac1-4b80-ac4c-226a11db5661,False
2024-02-23,Spotify Premium,-1179.88,Entertainment,a73f4eee-3bbb-44d2-bbe1-f74faf0b37ed,False
2024-02-23,Loan Repayment,-3025.86,Other,6937dc86-980e-44ae-a58c-848ec4a478fe,False
2024-02-23,Udemy Course,-1815.97,Education,0d0360a1-a11b-4feb-ae24-37b2e794f8f9,False
2024-02-23,Gas Cylinder,-77.25,Utilities,fe7f0d3f-2b08-48e5-8c36-62bbc5031a86,False
2024-02-24,Mobile Recharge,-4183.2,Utilities,480944e0-3793-4bf1-ab89-831d367f2031,False
2024-02-24,Amazon Order,-1659.32,Shopping,cc9fe651-3376-4b0c-b644-694e1a187ffe,False
2024-02-24,Internet Plan,-3099.04,Utilities,d79cfd96-2785-4ddd-b1e0-5e22d15c33eb,False
2024-02-24,Myntra Sale,-103.21,Shopping,0623ac95-3266-4860-b2b9-49bd707d31ae,False
2024-02-24,Myntra Sale,-3206.96,Shopping,f1016ebe-bee0-423a-8d6e-7d7f01904050,False
2024-02-24,Electronics Store,-1921.46,Shopping,973caf34-f4b3-4052-b64d-9cc65b5391df,False
2024-02-25,Spotify Premium,-1314.83,Entertainment,3df53dc5-17a4-4e48-9300-1d6785845ff9,False
2024-02-25,Electricity Bill,-3027.46,Utilities,e682c1a0-93e6-4a1c-987f-241b1b97c3d6,False
2024-02-25,Internet Plan,-2081.27,Utilities,d5fff8e7-d13c-475a-84e4-581cb9d5f5f6,False
2024-02-25,Books Cache,-51.55,Education,b0596c3c-1020-4bbd-86f5-bad05b7e030d,False
2024-02-25,Spotify Premium,-467.75,Entertainment,77f0524d-8636-43fd-bf02-464fdc557605,False
2024-02-25,Refund,30830.86,Income,2dde63c4-26bb-4e48-9acd-30b0b03558cb,False
2024-02-25,Electronics Store,-2963.63,Shopping,46510d6c-1e8f-41f5-81d6-387dc0b53ad0,False
2024-02-25,Salary,39846.33,Income,385fa2dd-afb7-49b1-a20d-e34d82a165fa,False
2024-02-25,Gift,17877.2,Income,1a7fb3f0-ba43-48d6-a25d-94d59209fdb0,False
2024-02-25,Bus Fare,-815.74,Transportation,a45be44b-d70c-4cf9-b269-fb94ac3d577c,False
2024-02-26,Gift,9392.04,Income,c80b86db-78a7-421e-86f5-e1b1e89e62ea,False
2024-02-26,Electricity Bill,-1768.47,Utilities,ce01d702-0f25-4de6-9d4c-0b5ab021fbe5,False
2024-02-26,Stationery,-1541.92,Education,8eefe38b-c592-4cc5-b1c8-516418f97803,False
2024-02-26,Clothing Mall,-3326.52,Shopping,4b34ec91-3718-4f3b-b961-bfd977745d5c,False
2024-02-27,Udemy Course,-1412.03,Education,cda58753-d5fc-4de2-98d3-ec488703f99a,False
2024-02-27,Flipkart Purchase,-83.43,Shopping,a615d4e9-af12-45c2-84de-9fdb4fd8b257,False
2024-02-27,Electronics Store,-4019.23,Shopping,1be49000-193b-4b55-935a-d8fff47d9468,False
2024-02-27,Zomato Order,-2643.8,Food,b6e1c437-0f94-4459-b068-8d5f095b802e,False
2024-02-28,Salary,36340.78,Income,03cfab7e-eb93-4a12-8189-1b04d86a4e49,False
2024-02-28,Udemy Course,-853.92,Education,40ebe164-f246-4142-ae61-aced867f8440,False
2024-02-28,Pharmacy,-185.85,Healthcare,78ff574d-819b-450e-9d23-40cf707f0aa1,False
2024-02-28,Petrol Pump,-372.24,Transportation,57007e25-7752-4c6f-bd09-af802c7bcee5,False
2024-02-28,Workshop Fee,-2174.94,Education,8ebf4016-f550-4936-92ba-7c0ad29d5312,False
2024-02-28,Amazon Order,-2723.41,Shopping,3b858a52-dabd-4c98-9160-6ce8d0024d60,False
2024-02-29,Restaurant Bill,-2309.15,Food,59dd5824-c1ef-4248-98ce-3d181d3dda8e,False
2024-02-29,Service Charge,-4985.57,Other,91cc5cc0-fc06-40f3-a941-ccf28135c05a,False
2024-02-29,Flipkart Purchase,-2186.32,Shopping,5ad915c1-9e3e-4078-b3c2-02b57b903970,False
2024-02-29,Water Bill,-3664.27,Utilities,f8fc2261-c4a5-4662-92b9-547f9ade8a78,False
2024-02-29,Video Game,-4362.92,Entertainment,6becd86e-3c65-406c-ae93-2d90ab82f616,False
2024-02-29,Clothing Mall,-252.19,Shopping,7dfa1a54-259c-40b4-93d7-985d5e20daa5,False
2024-02-29,Clothing Mall,-3907.72,Shopping,633b20d4-1985-43d0-b2db-a26c63f4a1fe,False
2024-02-29,Lab Tests,-1721.63,Healthcare,9e519098-8418-4df1-b367-66d9f3aa4e13,False
2024-02-29,Uber Ride,-969.8,Transportation,617d542a-77d7-4577-adb2-42751485b5e5,False
2024-03-01,Pizza Hut,-2193.41,Food,1b2c37a9-cf90-40ad-9262-c3af9eb949fa,False
2024-03-01,Clothing Mall,-1218.35,Shopping,c219d1d9-712b-492f-b459-f3a91b679642,False
2024-03-01,Car Maintenance,-1005.38,Transportation,0b7dc412-a655-4778-88fa-dcc5b4cf56e8,False
2024-03-01,Spotify Premium,-2329.18,Entertainment,138f8c78-9859-4595-b45e-fb9b56866fcd,False
2024-03-01,Amazon Order,-834.71,Shopping,ffdd3db6-e7d2-403c-bce1-14a85889dca2,False
2024-03-01,Uber Ride,-1261.22,Transportation,da7ab94c-5b9e-4f25-98f3-18c67a0fe7bb,False
2024-03-01,Pharmacy,-780.57,Healthcare,9fd3888c-fa6e-473b-9ca3-c505f0abbf77,False
2024-03-01,Loan Repayment,-3928.71,Other,cadeb14d-deec-4bca-9608-1e247b7a81ea,False
2024-03-01,Amazon Order,-1219.29,Shopping,bc088ec2-a916-43fa-b6d9-f96f751091fe,False
2024-03-01,Flipkart Purchase,-3637.96,Shopping,7bbe101a-555f-4d4c-9cc7-f8d137d2ba43,False
2024-03-01,Gift,38374.25,Income,be6b83cf-657d-40e2-9496-777091ba272e,False
2024-03-02,Electricity Bill,-565.76,Utilities,65deacf2-9c6e-4845-aa6b-85c227b7a312,False
2024-03-02,Zomato Order,-2690.78,Food,b2beb360-d7ce-493b-85df-6f91b8fa9d81,False
2024-03-02,Zomato Order,-2739.31,Food,c983f5a1-222e-4621-8ed4-ef250eca258d,False
2024-03-02,Clothing Mall,-3697.05,Shopping,f6ba64e7-f034-4583-98ef-a9f6fcc4525d,False
2024-03-02,Service Charge,-3616.73,Other,aa5d480e-5427-4b54-86d0-be907c9ad56a,False
2024-03-02,Books Cache,-1303.69,Education,b55d8336-5b32-439b-947a-12fec2b2d380,False
2024-03-03,College Fees,-714.15,Education,35b6a8f7-c107-4e3d-aa97-ed16060e04d6,False
2024-03-03,Mobile Recharge,-1064.71,Utilities,809dc73b-630d-4c47-8f54-68165008f75b,False
2024-03-03,Random Purchase,-4100.55,Other,c4d4aecb-467b-493f-b331-20fb6e90d71c,False
2024-03-03,College Fees,-1224.99,Education,6734fd70-4016-4c9c-83d2-2084bd5b1edc,False
2024-03-04,Netflix Subscription,-246.74,Entertainment,05d95c1e-aff4-44a8-9a22-b94dbfb1548e,False
2024-03-04,Stationery,-728.27,Education,81bbd8e3-d0d3-4833-ac89-9c8ff1e8035e,False
2024-03-04,Health Insurance,-3042.52,Healthcare,1269c67f-e957-48cf-803f-40d635382d76,False
